animeID,name,studio,episodes,airing,rank,popularity,members,favorites,reviewers,Animation_score
1,0,0,26,FALSE,26,39,795733,43460,405664,8.81
5,0,0,1,FALSE,164,449,197791,776,120243,8.41
6,0,0,26,FALSE,255,146,408548,10432,212537,8.3
7,0,0,26,FALSE,2371,1171,79397,537,32837,7.33
8,0,0,52,FALSE,3544,3704,11708,14,4894,7.03
16,0,0,24,FALSE,419,536,172274,3752,57065,8.12
17,0,0,52,FALSE,1186,3124,17145,210,9307,7.67
18,0,0,24,FALSE,298,1262,73438,635,42555,8.23
19,0,0,74,FALSE,49,156,394387,19188,131233,8.69
20,0,0,220,FALSE,705,10,1091313,39356,716412,7.9
21,0,0,0,TRUE,94,36,803871,76869,465454,8.53
22,0,0,178,FALSE,577,856,113662,2885,50306,8
23,0,0,12,FALSE,5641,6501,2930,18,825,6.54
25,0,0,24,FALSE,1679,1049,89817,673,36185,7.5
26,0,0,22,FALSE,942,690,138500,2864,32198,7.78
27,0,0,24,FALSE,2081,695,137800,1403,61471,7.4
28,0,0,69,FALSE,566,1388,65862,785,27616,8.01
29,0,0,26,FALSE,1564,3575,12951,125,4534,7.54
30,0,0,26,FALSE,215,50,715531,45828,402215,8.33
31,0,0,1,FALSE,1672,734,130163,413,74480,7.5
32,0,0,1,FALSE,107,212,333046,9558,215979,8.5
33,0,0,25,FALSE,124,222,325769,13782,166504,8.47
43,0,0,1,FALSE,209,177,364643,8400,199591,8.34
44,0,0,4,FALSE,31,504,180923,4986,94681,8.78
45,0,0,94,FALSE,182,265,296561,9044,143693,8.39
46,0,0,1,FALSE,1325,1984,38686,97,21576,7.62
47,0,0,1,FALSE,356,193,351163,5845,214961,8.17
48,0,0,26,FALSE,3341,704,135481,1229,63557,7.08
50,0,0,24,FALSE,1949,824,117198,1035,59169,7.42
51,0,0,3,FALSE,6216,1933,40458,202,23620,6.4
53,0,0,24,FALSE,2844,1139,81572,415,40592,7.2
54,0,0,1,FALSE,2935,1517,57811,158,34723,7.18
55,0,0,26,FALSE,5373,3623,12444,16,4474,6.59
56,0,0,13,FALSE,7805,3427,14237,19,5451,5.96
57,0,0,26,FALSE,197,448,198237,6022,91614,8.36
58,0,0,26,FALSE,3232,1586,54058,360,21542,7.11
59,0,0,26,FALSE,1629,211,334276,3418,182381,7.51
60,0,0,24,FALSE,985,530,172946,1946,81366,7.75
61,0,0,26,FALSE,2456,637,148256,1448,78088,7.3
62,0,0,26,FALSE,4164,1485,59502,183,24731,6.86
63,0,0,12,FALSE,4750,882,110662,362,61303,6.73
64,0,0,12,FALSE,1617,610,154546,1929,76580,7.52
65,0,0,12,FALSE,1053,1104,84149,481,48438,7.73
67,0,0,24,FALSE,1249,722,132611,1345,57199,7.64
69,0,0,25,FALSE,6013,4332,8136,13,2241,6.44
71,0,0,24,FALSE,1013,203,340901,4032,177049,7.74
72,0,0,12,FALSE,385,399,215819,2743,133639,8.14
73,0,0,13,FALSE,536,456,195923,1287,115427,8.02
75,0,0,25,FALSE,2286,2124,34454,232,10912,7.35
76,0,0,13,FALSE,1741,1209,77124,967,32683,7.48
77,0,0,13,FALSE,499,1672,49952,952,26706,8.05
79,0,0,24,FALSE,2835,433,202630,1503,101261,7.21
80,0,0,43,FALSE,804,1270,72598,1438,31375,7.85
81,0,0,12,FALSE,458,1715,48063,752,26728,8.09
82,0,0,6,FALSE,742,2208,32457,507,17659,7.88
83,0,0,1,FALSE,4029,3999,9829,3,5015,6.9
84,0,0,13,FALSE,2064,2448,26920,192,15167,7.4
85,0,0,50,FALSE,586,1923,40759,1292,20063,7.99
86,0,0,47,FALSE,4768,2642,23757,80,11017,6.73
87,0,0,1,FALSE,1019,2491,26241,205,15090,7.74
88,0,0,1,FALSE,4521,3050,18010,40,9833,6.78
89,0,0,51,FALSE,4214,3167,16608,82,6156,6.85
90,0,0,49,FALSE,867,909,108562,2278,62406,7.82
91,0,0,3,FALSE,805,2118,34585,194,20559,7.85
92,0,0,39,FALSE,2219,2637,23787,164,10345,7.36
94,0,0,50,FALSE,2479,1191,78312,1133,47750,7.3
95,0,0,50,FALSE,1058,2420,27476,547,9204,7.73
96,0,0,49,FALSE,1367,1778,45765,757,25027,7.6
97,0,0,26,FALSE,722,743,129036,1709,55389,7.89
98,0,0,26,FALSE,1580,1050,89769,1216,42321,7.53
99,0,0,26,FALSE,2242,1904,41658,322,21354,7.36
101,0,0,12,FALSE,1994,381,224570,2584,120702,7.41
102,0,0,26,FALSE,1541,1202,77444,518,40784,7.54
103,0,0,74,FALSE,1797,4019,9766,75,3269,7.46
104,0,0,24,FALSE,2335,1775,45839,501,21170,7.33
105,0,0,13,FALSE,5690,3087,17520,41,7160,6.52
106,0,0,51,FALSE,819,2031,37364,646,15258,7.84
107,0,0,13,FALSE,2441,2375,28628,196,11279,7.31
108,0,0,3,FALSE,2201,3930,10261,25,4665,7.37
109,0,0,24,FALSE,4047,1542,55927,251,24602,6.89
110,0,0,52,FALSE,1106,3763,11287,90,4991,7.7
112,0,0,8,FALSE,9690,4749,6475,5,2339,5.03
113,0,0,26,FALSE,1895,3017,18413,114,7477,7.44
114,0,0,26,FALSE,587,1039,91122,1372,36280,7.99
115,0,0,13,FALSE,4011,4253,8442,9,3851,6.9
116,0,0,26,FALSE,3509,3674,11996,33,5131,7.04
117,0,0,7,FALSE,2090,3589,12749,82,5695,7.39
118,0,0,4,FALSE,3863,4655,6770,5,3348,6.94
119,0,0,13,FALSE,5212,2362,28858,45,14922,6.63
120,0,0,26,FALSE,951,244,310675,7892,175617,7.77
121,0,0,51,FALSE,268,27,854022,22764,524986,8.28
122,0,0,52,FALSE,508,1241,74904,1628,32470,8.04
123,0,0,52,FALSE,989,1197,77831,2027,35246,7.75
124,0,0,4,FALSE,3799,3495,13562,65,7196,6.96
125,0,0,13,FALSE,5480,2389,28139,19,13132,6.57
126,0,0,13,FALSE,3729,2520,25668,64,9636,6.98
127,0,0,24,FALSE,3511,3125,17132,55,7175,7.04
128,0,0,6,FALSE,4202,4245,8467,21,3789,6.85
129,0,0,50,FALSE,1183,1943,40022,772,15344,7.67
130,0,0,25,FALSE,1677,2648,23696,102,9345,7.5
131,0,0,26,FALSE,1645,3187,16424,45,6086,7.51
132,0,0,49,FALSE,1152,1043,90279,847,38643,7.68
133,0,0,12,FALSE,6465,1001,95049,250,55059,6.34
134,0,0,13,FALSE,1662,702,135682,1040,57472,7.5
135,0,0,75,FALSE,365,1054,89377,1883,41770,8.16
136,0,0,62,FALSE,123,316,256505,6423,126542,8.47
137,0,0,8,FALSE,185,1255,74017,301,42591,8.38
138,0,0,8,FALSE,250,1156,80473,232,47733,8.3
139,0,0,14,FALSE,192,1186,78544,209,46268,8.37
142,0,0,44,FALSE,1603,1993,38422,417,19874,7.52
143,0,0,12,FALSE,3736,1619,52235,714,22861,6.98
144,0,0,13,FALSE,2861,1699,49004,245,20807,7.2
145,0,0,26,FALSE,1261,727,131698,1611,50253,7.64
146,0,0,12,FALSE,4209,1709,48458,171,23719,6.85
148,0,0,12,FALSE,4889,4624,6865,8,1991,6.7
149,0,0,12,FALSE,3358,942,103264,1589,52430,7.08
150,0,0,50,FALSE,982,302,265515,4222,112413,7.75
151,0,0,3,FALSE,3092,3075,17686,113,6949,7.15
152,0,0,24,FALSE,2367,2732,22336,115,9430,7.33
153,0,0,45,FALSE,422,1060,88899,1985,30208,8.12
154,0,0,64,FALSE,852,366,230755,3011,127151,7.83
155,0,0,1,FALSE,5092,2443,27050,121,14810,6.66
156,0,0,24,FALSE,1653,1468,60599,734,27469,7.51
157,0,0,26,FALSE,3437,952,101540,572,47384,7.06
158,0,0,13,FALSE,1923,1859,43233,594,14842,7.43
159,0,0,24,FALSE,6225,3370,14738,44,4749,6.39
160,0,0,13,FALSE,1038,1128,81980,838,26652,7.73
161,0,0,24,FALSE,2118,1876,42615,299,18076,7.39
162,0,0,26,FALSE,3564,3025,18296,96,8022,7.03
163,0,0,26,FALSE,5673,5105,5389,17,2631,6.53
164,0,0,1,FALSE,30,79,568463,11828,368410,8.79
165,0,0,26,FALSE,1709,1108,83932,862,32471,7.49
166,0,0,26,FALSE,1492,1036,91374,667,45991,7.56
167,0,0,24,FALSE,1782,1284,71737,417,29989,7.47
168,0,0,26,FALSE,1935,1429,63566,615,30526,7.43
169,0,0,12,FALSE,3610,846,114297,590,53265,7.02
170,0,0,101,FALSE,92,751,128264,3750,60029,8.54
171,0,0,13,FALSE,5721,6506,2932,6,848,6.52
174,0,0,24,FALSE,3531,728,131441,599,67126,7.04
175,0,0,26,FALSE,4945,2761,21984,38,8865,6.69
176,0,0,4,FALSE,6896,5119,5353,6,2182,6.24
177,0,0,26,FALSE,1296,553,166918,2148,72410,7.63
178,0,0,26,FALSE,2684,2649,23669,125,9973,7.25
180,0,0,13,FALSE,2563,1411,64355,401,35117,7.28
181,0,0,13,FALSE,1715,1882,42437,106,26079,7.49
183,0,0,39,FALSE,1717,3956,10123,64,4787,7.49
184,0,0,12,FALSE,6095,3235,15991,39,6699,6.43
186,0,0,13,FALSE,366,1117,83138,365,52693,8.16
187,0,0,1,FALSE,618,1305,70628,260,44916,7.96
189,0,0,24,FALSE,2739,473,191811,1470,104267,7.23
190,0,0,3,FALSE,2394,1321,69568,87,44018,7.32
191,0,0,1,FALSE,2060,1686,49493,49,31488,7.4
192,0,0,1,FALSE,2588,1808,44750,24,27974,7.27
193,0,0,24,FALSE,3987,1248,74569,236,38122,6.91
194,0,0,5,FALSE,1319,2372,28670,108,15264,7.62
195,0,0,12,FALSE,2519,779,123941,828,70677,7.29
196,0,0,12,FALSE,3778,1337,68816,172,40297,6.97
197,0,0,24,FALSE,5324,2917,19525,45,8192,6.61
198,0,0,24,FALSE,1985,1135,81688,552,30851,7.42
199,0,0,1,FALSE,18,40,789004,17043,550969,8.91
200,0,0,50,FALSE,1537,2961,19011,124,6905,7.55
201,0,0,6,FALSE,2604,3012,18467,90,8952,7.27
202,0,0,26,FALSE,730,386,221781,5064,94639,7.89
204,0,0,12,FALSE,7056,2742,22207,30,10533,6.2
205,0,0,26,FALSE,108,68,602539,21300,324698,8.5
206,0,0,27,FALSE,2787,2848,20581,102,7887,7.22
207,0,0,13,FALSE,1668,1944,39938,393,16094,7.5
208,0,0,3,FALSE,1050,1693,49200,296,26997,7.73
210,0,0,161,FALSE,831,643,145694,2932,63538,7.84
212,0,0,1,FALSE,3784,3780,11129,91,5036,6.97
215,0,0,6,FALSE,6118,7683,1722,2,690,6.42
216,0,0,1,FALSE,7745,7210,2140,2,899,5.99
218,0,0,26,FALSE,1454,2059,36486,371,14147,7.57
222,0,0,13,FALSE,4724,3424,14279,26,6184,6.74
223,0,0,153,FALSE,382,99,491047,9545,312333,8.14
225,0,0,64,FALSE,5110,210,334553,1359,223329,6.65
226,0,0,13,FALSE,1067,18,901294,20990,549257,7.72
227,0,0,6,FALSE,477,122,449437,17570,252437,8.07
228,0,0,26,FALSE,1040,357,232764,2955,88662,7.73
229,0,0,12,FALSE,3708,2448,26893,131,12628,6.99
230,0,0,27,FALSE,3307,2417,27534,132,11151,7.09
232,0,0,70,FALSE,312,318,255161,10388,129042,8.21
233,0,0,78,FALSE,950,3222,16134,227,6938,7.77
234,0,0,26,FALSE,4704,6495,2936,4,1203,6.74
235,0,0,0,TRUE,286,537,172217,8564,83970,8.25
236,0,0,26,FALSE,4876,3520,13357,27,5622,6.7
237,0,0,50,FALSE,391,224,324904,8324,133989,8.14
239,0,0,24,FALSE,318,666,142187,2893,45028,8.2
240,0,0,12,FALSE,1088,745,128591,1220,55702,7.71
241,0,0,11,FALSE,5387,934,105109,297,53617,6.59
242,0,0,13,FALSE,1808,2397,27997,180,14226,7.46
245,0,0,43,FALSE,36,153,396574,15205,202638,8.73
246,0,0,51,FALSE,2150,1286,71413,359,27373,7.38
247,0,0,26,FALSE,3152,3060,17862,111,5541,7.13
249,0,0,167,FALSE,687,149,403574,13185,194384,7.91
250,0,0,150,FALSE,1288,1250,74492,911,32062,7.63
251,0,0,78,FALSE,846,1268,73011,1347,25994,7.83
252,0,0,26,FALSE,3203,2267,30979,139,10087,7.12
253,0,0,26,FALSE,673,2503,26022,376,10809,7.92
254,0,0,6,FALSE,700,3976,9959,25,5659,7.9
255,0,0,7,FALSE,1042,4270,8391,13,4670,7.73
258,0,0,4,FALSE,6372,3598,12676,33,5137,6.36
260,0,0,13,FALSE,4667,2844,20618,21,9425,6.75
261,0,0,13,FALSE,3904,3721,11604,8,5188,6.93
262,0,0,3,FALSE,3951,4474,7477,5,3455,6.92
263,0,0,75,FALSE,29,313,257615,11764,128562,8.79
264,0,0,1,FALSE,204,1289,71169,159,44638,8.35
265,0,0,1,FALSE,280,1509,58179,118,36873,8.26
267,0,0,26,FALSE,655,764,126086,2035,49372,7.93
268,0,0,6,FALSE,510,539,171713,2625,99084,8.04
269,0,0,366,FALSE,713,22,889504,42878,465028,7.89
270,0,0,13,FALSE,1393,134,424367,5062,233260,7.59
271,0,0,26,FALSE,4610,3938,10230,16,3420,6.76
272,0,0,26,FALSE,2196,1140,81480,763,29334,7.37
273,0,0,12,FALSE,4334,2960,19007,34,5478,6.82
274,0,0,24,FALSE,2581,2081,35880,261,14758,7.27
275,0,0,9,FALSE,7740,3101,17391,16,8043,5.99
276,0,0,12,FALSE,2668,1772,46023,181,20564,7.25
277,0,0,14,FALSE,2708,2530,25469,43,13244,7.24
278,0,0,51,FALSE,4266,4441,7642,25,3254,6.84
279,0,0,13,FALSE,2823,2511,25772,102,7009,7.21
280,0,0,51,FALSE,3752,7531,1848,7,387,6.97
281,0,0,3,FALSE,8283,3268,15684,11,8107,5.78
282,0,0,50,FALSE,2301,3665,12099,57,3681,7.34
283,0,0,50,FALSE,1062,3318,15199,311,4367,7.72
284,0,0,12,FALSE,3275,4028,9708,55,3794,7.1
285,0,0,25,FALSE,4158,3072,17708,50,4736,6.86
286,0,0,25,FALSE,3110,4452,7609,46,3538,7.14
288,0,0,51,FALSE,4411,1376,66678,301,42088,6.8
289,0,0,13,FALSE,5152,3341,15026,27,6213,6.64
290,0,0,13,FALSE,960,2122,34469,373,13723,7.77
292,0,0,26,FALSE,3860,3275,15636,45,7357,6.94
295,0,0,13,FALSE,6409,5027,5613,9,1876,6.35
296,0,0,38,FALSE,4317,3100,17403,45,6952,6.82
297,0,0,12,FALSE,4462,1842,43776,66,20859,6.79
299,0,0,4,FALSE,4950,2409,27684,36,13983,6.68
300,0,0,4,FALSE,4043,2925,19400,81,9166,6.89
301,0,0,13,FALSE,6502,5498,4482,5,1871,6.33
302,0,0,26,FALSE,407,2569,24758,288,8539,8.13
304,0,0,1,FALSE,1301,2141,33927,96,19067,7.62
305,0,0,4,FALSE,8858,6632,2770,7,1047,5.52
306,0,0,13,FALSE,2333,1463,60981,280,25406,7.33
307,0,0,39,FALSE,7620,9448,723,0,278,6.03
308,0,0,26,FALSE,3720,3430,14220,51,2688,6.99
309,0,0,13,FALSE,6903,5698,4095,7,1015,6.23
310,0,0,50,FALSE,7177,8098,1411,2,466,6.16
311,0,0,26,FALSE,3496,4764,6407,44,1530,7.04
312,0,0,12,FALSE,5510,8710,1057,3,250,6.56
313,0,0,1,FALSE,4154,7105,2236,6,935,6.86
314,0,0,13,FALSE,4406,8213,1344,10,338,6.8
315,0,0,1,FALSE,5141,7061,2270,5,834,6.65
318,0,0,10,FALSE,4374,2762,21960,35,10747,6.81
319,0,0,3,FALSE,7501,5262,4971,5,2453,6.07
322,0,0,12,FALSE,726,862,112741,2151,55443,7.89
323,0,0,13,FALSE,1079,435,201676,3075,83102,7.72
324,0,0,47,FALSE,1073,2727,22423,287,5812,7.72
326,0,0,4,FALSE,2278,1908,41628,287,21726,7.35
327,0,0,26,FALSE,1643,3960,10061,66,4136,7.51
328,0,0,10,FALSE,7542,4645,6798,6,2442,6.06
329,0,0,26,FALSE,207,625,150440,3033,49279,8.35
330,0,0,13,FALSE,2155,847,114081,531,64075,7.38
331,0,0,45,FALSE,1077,4551,7156,60,2128,7.72
332,0,0,38,FALSE,2228,6675,2716,10,931,7.36
333,0,0,51,FALSE,2633,6523,2915,18,1015,7.26
334,0,0,76,FALSE,1345,2214,32333,474,12916,7.61
335,0,0,26,FALSE,2189,2318,29808,198,12495,7.37
336,0,0,13,FALSE,5780,3862,10589,30,3177,6.5
337,0,0,24,FALSE,6605,4163,8891,8,3826,6.31
338,0,0,40,FALSE,196,1695,49180,1831,15390,8.37
339,0,0,13,FALSE,558,229,322643,11332,129678,8.01
340,0,0,26,FALSE,1266,3083,17566,120,7540,7.64
341,0,0,25,FALSE,2368,1897,41940,303,18058,7.33
342,0,0,13,FALSE,3487,3691,11833,37,4064,7.05
343,0,0,25,FALSE,3337,1545,55868,267,21830,7.09
344,0,0,20,FALSE,1866,4515,7327,61,2796,7.44
345,0,0,12,FALSE,987,2155,33631,217,11051,7.75
346,0,0,13,FALSE,6831,3650,12219,14,4343,6.26
347,0,0,22,FALSE,4829,4991,5725,15,2232,6.72
348,0,0,13,FALSE,5727,3385,14626,50,6173,6.51
349,0,0,13,FALSE,6519,5935,3709,3,971,6.33
350,0,0,51,FALSE,2791,2378,28587,325,12815,7.22
351,0,0,49,FALSE,2197,3737,11476,49,5821,7.37
352,0,0,50,FALSE,2322,3653,12184,78,5820,7.34
353,0,0,51,FALSE,1408,4160,8898,101,3886,7.59
354,0,0,12,FALSE,8564,4591,7022,4,2704,5.67
355,0,0,24,FALSE,1294,166,384800,5249,190060,7.63
356,0,0,24,FALSE,1696,86,542280,6098,296268,7.49
357,0,0,4,FALSE,4749,647,144773,643,83658,6.73
358,0,0,6,FALSE,3475,2801,21286,69,9348,7.05
359,0,0,2,FALSE,6191,5722,4057,5,1698,6.4
360,0,0,12,FALSE,6588,5517,4429,3,1481,6.31
361,0,0,3,FALSE,7685,5203,5112,4,1764,6.01
362,0,0,3,FALSE,6243,6342,3126,1,1226,6.39
363,0,0,4,FALSE,6244,6731,2655,0,968,6.39
364,0,0,37,FALSE,1449,4112,9202,49,2255,7.57
365,0,0,1,FALSE,5211,3466,13914,45,7904,6.63
366,0,0,7,FALSE,7702,2724,22432,44,10392,6
367,0,0,3,FALSE,3019,7414,1943,4,767,7.16
369,0,0,12,FALSE,2765,1367,67076,570,18467,7.22
370,0,0,13,FALSE,5150,4409,7782,17,3256,6.64
371,0,0,1,FALSE,1063,1301,70714,1344,42667,7.72
372,0,0,1,FALSE,257,1163,79924,1598,48274,8.29
373,0,0,6,FALSE,4657,4455,7600,20,3210,6.75
374,0,0,12,FALSE,5970,5673,4140,6,1618,6.45
375,0,0,12,FALSE,5241,5230,5049,6,1888,6.62
376,0,0,1,FALSE,2504,659,143206,272,88342,7.29
377,0,0,6,FALSE,4276,4597,6989,31,3176,6.83
378,0,0,1,FALSE,4547,6069,3499,1,1736,6.77
379,0,0,26,FALSE,1516,1127,82012,883,36136,7.55
380,0,0,3,FALSE,2696,3115,17236,84,9490,7.24
381,0,0,6,FALSE,2267,3281,15591,73,8323,7.35
382,0,0,4,FALSE,5903,2563,24853,34,13103,6.47
383,0,0,24,FALSE,3284,2838,20724,158,8395,7.1
384,0,0,13,FALSE,2987,372,226727,2034,116369,7.17
385,0,0,26,FALSE,4710,2314,29840,156,8302,6.74
386,0,0,41,FALSE,2310,4893,6011,17,2123,7.34
387,0,0,13,FALSE,539,564,163895,4751,64293,8.02
388,0,0,52,FALSE,695,3426,14269,158,6624,7.9
389,0,0,6,FALSE,1702,1622,52052,304,23771,7.49
390,0,0,26,FALSE,2445,1095,84848,645,41093,7.31
391,0,0,4,FALSE,4038,2969,18912,46,8907,6.9
392,0,0,112,FALSE,117,252,306680,12216,148790,8.48
393,0,0,1,FALSE,3072,1713,48210,164,24254,7.15
394,0,0,12,FALSE,2760,1797,45119,71,25471,7.22
395,0,0,13,FALSE,2856,868,112212,414,69102,7.2
396,0,0,13,FALSE,899,2665,23304,238,10945,7.8
397,0,0,10,FALSE,689,3136,16998,100,9012,7.91
398,0,0,2,FALSE,918,3526,13323,46,7050,7.79
399,0,0,1,FALSE,2034,6787,2591,2,945,7.41
400,0,0,24,FALSE,640,949,101674,1921,45349,7.95
401,0,0,2,FALSE,491,1479,59971,354,34978,8.06
402,0,0,1,FALSE,5224,8325,1280,1,485,6.63
403,0,0,12,FALSE,4926,2664,23327,37,10453,6.69
404,0,0,6,FALSE,4194,2534,25419,123,12380,6.85
405,0,0,1,FALSE,3755,1150,80890,222,46582,6.97
406,0,0,13,FALSE,5099,3869,10546,12,4636,6.65
407,0,0,45,FALSE,832,2758,22038,195,9402,7.84
408,0,0,1,FALSE,1999,1579,54536,139,33480,7.41
411,0,0,26,FALSE,2309,1536,56280,312,24789,7.34
412,0,0,12,FALSE,5220,1417,64169,134,32523,6.63
413,0,0,1,FALSE,10281,2040,37151,215,26020,2.32
415,0,0,1,FALSE,2496,2674,23149,56,11975,7.3
416,0,0,1,FALSE,531,891,109818,840,68140,8.03
417,0,0,26,FALSE,5638,1992,38478,113,19127,6.54
418,0,0,1,FALSE,2280,3283,15567,17,8689,7.35
419,0,0,26,FALSE,3714,1823,44202,196,21108,6.99
420,0,0,1,FALSE,4689,3152,16766,39,9084,6.75
421,0,0,13,FALSE,4821,4257,8428,26,3378,6.72
422,0,0,2,FALSE,4350,6818,2541,2,1112,6.82
423,0,0,6,FALSE,3968,6558,2864,2,1235,6.92
424,0,0,24,FALSE,2771,3330,15129,111,3332,7.22
425,0,0,2,FALSE,5677,5251,5007,9,2385,6.53
426,0,0,4,FALSE,7021,3664,12104,22,5019,6.2
427,0,0,51,FALSE,530,1552,55435,1227,23854,8.03
428,0,0,1,FALSE,1260,3816,10908,23,5773,7.64
429,0,0,1,FALSE,600,3819,10894,35,5578,7.97
430,0,0,1,FALSE,1182,356,233510,609,152917,7.67
431,0,0,1,FALSE,39,87,535005,10846,366722,8.72
432,0,0,6,FALSE,3037,3444,14125,77,6080,7.16
433,0,0,1,FALSE,1074,651,143928,682,65744,7.72
434,0,0,1,FALSE,8692,5405,4660,3,2292,5.61
435,0,0,20,FALSE,1608,1852,43437,445,19538,7.52
437,0,0,1,FALSE,201,409,210706,4579,110145,8.36
438,0,0,3,FALSE,5316,3823,10867,17,4778,6.61
439,0,0,2,FALSE,6970,4840,6129,13,2704,6.22
440,0,0,39,FALSE,317,839,115103,4946,33106,8.21
441,0,0,1,FALSE,1377,2307,29978,341,15933,7.6
442,0,0,1,FALSE,3000,589,159179,233,101560,7.17
443,0,0,1,FALSE,2160,2026,37509,56,23597,7.38
444,0,0,13,FALSE,934,3005,18502,65,9192,7.78
445,0,0,13,FALSE,6738,3501,13526,10,5207,6.28
446,0,0,13,FALSE,5089,4360,7977,26,3112,6.66
447,0,0,25,FALSE,4447,3367,14790,170,5739,6.8
448,0,0,2,FALSE,3173,2157,33585,39,19469,7.13
449,0,0,1,FALSE,1312,1467,60638,185,34364,7.62
450,0,0,1,FALSE,1016,1371,66916,247,39050,7.74
451,0,0,1,FALSE,762,1432,63170,185,35811,7.87
452,0,0,1,FALSE,1189,1436,62938,138,36779,7.67
454,0,0,1,FALSE,6745,3090,17474,24,8384,6.27
455,0,0,26,FALSE,1282,2704,22733,240,5498,7.63
456,0,0,26,FALSE,3592,3373,14744,57,5023,7.02
457,0,0,26,FALSE,37,124,446655,19137,158259,8.73
458,0,0,3,FALSE,6454,5145,5267,8,2324,6.34
459,0,0,1,FALSE,2870,1455,61500,240,36967,7.2
460,0,0,1,FALSE,2591,1665,50385,23,29948,7.27
461,0,0,1,FALSE,3257,1737,47048,19,27673,7.11
462,0,0,1,FALSE,1138,1590,53575,39,30819,7.69
463,0,0,1,FALSE,2198,1774,45934,23,26681,7.37
464,0,0,1,FALSE,1021,1648,51009,147,29793,7.74
465,0,0,1,FALSE,2071,1885,42353,17,23829,7.4
466,0,0,1,FALSE,4344,2777,21623,6,11272,6.82
467,0,0,26,FALSE,128,299,270034,7101,116528,8.46
468,0,0,1,FALSE,733,851,113908,765,64804,7.88
469,0,0,24,FALSE,2579,730,130953,800,68637,7.27
470,0,0,13,FALSE,6117,3033,18178,30,7378,6.42
471,0,0,13,FALSE,5415,3207,16231,37,5585,6.59
472,0,0,13,FALSE,5084,2913,19569,45,7375,6.66
473,0,0,12,FALSE,4825,5050,5565,8,2313,6.72
474,0,0,4,FALSE,932,2304,30073,321,15549,7.78
475,0,0,1,FALSE,3474,5451,4563,8,1568,7.05
476,0,0,12,FALSE,1914,2045,37005,161,17570,7.43
478,0,0,26,FALSE,3010,1516,57952,317,23962,7.17
479,0,0,51,FALSE,835,1174,79179,774,33057,7.84
481,0,0,224,FALSE,1468,434,202590,2864,123585,7.57
482,0,0,180,FALSE,2757,857,113275,906,65845,7.23
483,0,0,24,FALSE,2018,2717,22520,120,5990,7.41
484,0,0,1,FALSE,1867,4422,7718,22,3610,7.44
485,0,0,26,FALSE,2146,4127,9120,59,4609,7.38
486,0,0,13,FALSE,167,574,161520,4886,55378,8.41
487,0,0,13,FALSE,4371,1330,69070,136,38209,6.81
489,0,0,12,FALSE,1811,1878,42572,207,13187,7.46
490,0,0,26,FALSE,1615,1766,46228,354,15776,7.52
495,0,0,26,FALSE,4410,3453,14038,34,4740,6.8
496,0,0,1,FALSE,5010,5758,3984,11,1371,6.67
497,0,0,13,FALSE,5093,2743,22202,102,8218,6.66
498,0,0,3,FALSE,6958,6005,3590,7,1312,6.22
499,0,0,1,FALSE,6724,3924,10303,24,4886,6.28
501,0,0,26,FALSE,1866,3696,11781,118,5716,7.44
502,0,0,1,FALSE,3693,1938,40348,34,22833,6.99
503,0,0,2,FALSE,8768,6019,3568,3,1217,5.57
504,0,0,1,FALSE,4917,4184,8781,34,5257,6.69
505,0,0,51,FALSE,2091,4599,6969,70,2173,7.39
506,0,0,23,FALSE,1806,5006,5679,32,1628,7.46
507,0,0,2,FALSE,3389,2553,25122,103,14850,7.07
508,0,0,296,FALSE,3577,2023,37561,185,14175,7.03
509,0,0,13,FALSE,4096,2337,29344,100,15751,6.88
510,0,0,13,FALSE,7890,5602,4261,6,976,5.93
512,0,0,1,FALSE,262,346,238831,2256,153309,8.29
513,0,0,1,FALSE,190,375,225902,2033,142865,8.38
514,0,0,3,FALSE,3899,1654,50782,328,22040,6.93
515,0,0,1,FALSE,7403,5969,3651,4,1545,6.1
516,0,0,358,FALSE,803,1839,43885,851,12371,7.85
517,0,0,2,FALSE,883,1753,46565,109,27664,7.81
518,0,0,63,FALSE,4470,6054,3521,9,937,6.79
519,0,0,26,FALSE,2107,2919,19462,100,8268,7.39
520,0,0,1,FALSE,1773,4595,6999,25,3213,7.47
522,0,0,1,FALSE,1406,1464,60839,399,29155,7.59
523,0,0,1,FALSE,145,118,453723,4612,290052,8.44
524,0,0,1,FALSE,3298,2545,25183,10,15217,7.1
525,0,0,26,FALSE,3523,3587,12795,37,3273,7.04
526,0,0,6,FALSE,2688,3970,9993,79,3582,7.24
527,0,0,276,FALSE,1976,225,324121,3997,184663,7.42
528,0,0,1,FALSE,1218,697,136669,249,92546,7.66
529,0,0,13,FALSE,2676,1283,71863,529,28932,7.25
530,0,0,46,FALSE,1006,453,196651,7138,101169,7.74
531,0,0,1,FALSE,947,1898,41868,205,24346,7.77
532,0,0,38,FALSE,681,1082,85767,1100,47660,7.91
533,0,0,13,FALSE,4685,4878,6029,14,2293,6.75
534,0,0,26,FALSE,853,997,95489,1779,44471,7.83
535,0,0,26,FALSE,437,1678,49713,737,28141,8.11
536,0,0,1,FALSE,2250,2981,18764,26,10684,7.36
537,0,0,2,FALSE,9271,3724,11599,27,7530,5.32
538,0,0,26,FALSE,3889,2451,26829,95,13919,6.94
539,0,0,6,FALSE,1055,2161,33529,470,17072,7.73
